5.91815,9.53513,0
0.489376,4.88928,0
4.34518,4.53106,0
7.02122,7.55081,0
7.42314,3.95508,0
6.11805,8.21739,0
11.0948,8.26587,0
6.69226,2.1512,0
4.90355,11.4222,0
7.68905,7.01213,0
4.10514,8.93874,0
6.11192,7.71412,0
11.6073,6.48841,0
9.64674,9.09447,0
10.1599,8.72831,0
8.90331,4.85156,0
5.47752,7.31016,0
6.90628,5.67657,0
9.75616,9.00189,0
7.63738,6.43339,0
8.42163,2.68793,0
5.36993,8.13048,0
6.60763,5.32432,0
7.04769,6.66858,0
8.56007,6.39436,0
5.47449,4.94477,0
11.8497,3.4253,0
7.50045,9.1533,0
5.72176,9.63274,0
4.90371,4.33537,0
3.62644,11.0065,0
8.27319,9.53408,0
7.02108,9.68021,0
6.39233,5.23874,0
5.36436,10.9828,0
5.83456,6.41525,0
11.1479,4.91258,0
8.853,8.41605,0
8.66149,4.47548,0
8.27385,8.3008,0
6.56856,2.13795,0
9.77993,6.90034,0
4.96913,2.70368,0
8.35928,7.22438,0
6.99146,5.70283,0
6.84831,3.19991,0
7.60372,7.79523,0
8.51754,7.21937,0
5.16194,7.68667,0
8.10396,6.17443,0
8.60915,6.04262,0
9.70981,6.7085,0
3.95594,7.17825,0
9.46291,6.37873,0
7.37492,4.85683,0
8.19263,4.32245,0
6.63306,7.2561,0
7.12003,6.79305,0
5.39196,7.13948,0
5.62329,4.53451,0
5.79916,8.22001,0
6.85258,3.67574,0
2.25863,7.10899,0
11.9434,7.24931,0
3.02526,10.0077,0
5.17088,7.50061,0
7.4635,9.90146,0
5.63447,6.3989,0
5.75099,7.03305,0
5.24696,7.7584,0
4.97803,7.28354,0
5.41997,5.14809,0
6.09495,8.07844,0
5.35601,5.73416,0
7.70847,3.84957,0
6.13056,6.14775,0
4.02715,3.71693,0
7.98289,5.21377,0
5.65542,7.70285,0
8.68665,4.71472,0
4.9471,6.44515,0
9.47412,5.16487,0
7.45509,7.31084,0
6.91576,6.40742,0
6.20429,8.01444,0
7.70346,9.23762,0
8.44555,8.3788,0
3.69763,9.8168,0
7.85905,7.10389,0
9.86451,9.75759,0
9.39492,6.1466,0
3.8347,7.4773,0
8.53268,8.39579,0
6.31542,5.70253,0
6.85142,7.22193,0
6.18295,9.30312,0
7.84875,9.67916,0
6.09259,6.41772,0
5.80604,6.50106,0
9.63884,5.08005,0
7.05501,5.2253,0
8.56786,3.69784,0
6.83518,7.91392,0
6.11619,6.20132,0
4.51346,6.11083,0
7.62809,6.86708,0
6.36456,7.15668,0
6.27335,5.05917,0
5.04303,4.07525,0
8.5817,9.70808,0
6.08985,5.83584,0
5.97027,11.6203,0
7.12101,5.97064,0
5.67389,5.36975,0
6.13762,9.27273,0
11.7664,9.27186,0
5.77969,5.91358,0
6.20956,5.85219,0
6.06619,0.715959,0
8.38364,7.31002,0
5.19956,6.09097,0
6.82061,4.61704,0
5.1193,5.24373,0
7.24192,10.2008,0
5.63752,8.11768,0
6.57138,7.14479,0
6.22796,2.62779,0
5.79117,6.7827,0
8.7464,4.80618,0
4.4391,7.34459,0
7.71867,8.31104,0
9.41703,3.6764,0
9.38559,7.00976,0
6.70403,5.03889,0
7.77578,8.53613,0
7.84402,6.43441,0
4.41805,8.54089,0
6.16119,6.4582,0
8.40656,6.96582,0
6.02993,8.35238,0
6.43413,6.10602,0
9.48707,8.15835,0
8.11097,4.98782,0
6.74188,5.01177,0
6.52849,7.25595,0
6.648,6.07675,0
6.78541,8.40514,0
9.0121,8.52481,0
7.12516,5.56722,0
6.72628,9.36193,0
10.0291,9.09945,0
8.86359,6.95054,0
6.83835,5.88627,0
6.75587,7.06655,0
